Field ID	Description	Category	datatype
100260	Added milk to instant coffee	Hot/cold beverages yesterday	Categorical (single)
100350	Added milk to other coffee type	Hot/cold beverages yesterday	Categorical (single)
100480	Added milk to rooibos tea	Hot/cold beverages yesterday	Categorical (single)
100460	Added milk to standard tea	Hot/cold beverages yesterday	Categorical (single)
104660	Added salt to food	Spreads/sauces/cooking oils yesterday	Categorical (single)
1767	Adopted as a child	Early life factors	Categorical (single)
3912	Adopted father still alive	Family history	Categorical (single)
3942	Adopted mother still alive	Family history	Categorical (single)
111	Aide-memoire completed	Procedural metrics	Categorical (single)
100580	Alcohol consumed	Alcoholic beverages yesterday	Categorical (single)
20117	Alcohol drinker status	Alcohol	Categorical (single)
1558	Alcohol intake frequency.	Alcohol	Categorical (single)
1628	Alcohol intake versus 10 years previously	Alcohol	Categorical (single)
1618	Alcohol usually taken with meals	Alcohol	Categorical (single)
20403	Amount of alcohol drunk on a typical drinking day	Alcohol use	Categorical (single)
2129	Answered sexual history questions	Sexual factors	Categorical (single)
104450	Apple intake	Fruit/vegetables yesterday	Categorical (single)
4924	Attempted fluid intelligence (FI) test.	Fluid intelligence / reasoning	Categorical (single)
20484	Attempted suicide in past year	Self-harm behaviours	Categorical (single)
5191	Auto-refraction method (left)	Autorefraction	Categorical (single)
5189	Auto-refraction method (right)	Autorefraction	Categorical (single)
738	Average total household income before tax	Household	Categorical (single)
10877	Average total household income before tax (pilot)	Household	Categorical (single)
104100	Avocado intake	Fruit/vegetables yesterday	Categorical (single)
20495	Avoided activities or situations because of previous stressful experience in past month	Traumatic events	Categorical (single)
23065	BKV seropositivity for Human Polyomavirus BKV	Infectious Diseases	Categorical (single)
3571	Back pain for 3+ months	Pain	Categorical (single)
103070	Bacon intake	Meat/fish yesterday	Categorical (single)
101020	Baguette intake	Bread/pasta/rice yesterday	Categorical (single)
104000	Baked bean intake	Fruit/vegetables yesterday	Categorical (single)
104460	Banana intake	Fruit/vegetables yesterday	Categorical (single)
101090	Bap intake	Bread/pasta/rice yesterday	Categorical (single)
103180	Battered fish intake	Meat/fish yesterday	Categorical (single)
1369	Beef intake	Diet	Categorical (single)
103020	Beef intake	Meat/fish yesterday	Categorical (single)
20522	Been in a confiding relationship as an adult	Traumatic events	Categorical (single)
20526	Been in serious accident believed to be life-threatening	Traumatic events	Categorical (single)
20527	Been involved in combat or exposed to war-zone	Traumatic events	Categorical (single)
100710	Beer/cider intake	Alcoholic beverages yesterday	Categorical (single)
104130	Beetroot intake	Fruit/vegetables yesterday	Categorical (single)
40012	Behaviour of cancer tumour	Cancer register	Categorical (single)
20460	Belief that own life is meaningful	Happiness and subjective well-being	Categorical (single)
12141	Believed safe to perform DXA scan	DXA assessment	Categorical (single)
12140	Believed safe to perform abdominal MRI scan	Abdominal MRI	Categorical (single)
12139	Believed safe to perform brain MRI scan	Brain MRI	Categorical (single)
20521	Belittlement by partner or ex-partner as an adult	Traumatic events	Categorical (single)
104470	Berry intake	Fruit/vegetables yesterday	Categorical (single)
2834	Bilateral oophorectomy (both ovaries removed)	Female-specific factors	Categorical (single)
20126	Bipolar and major depression status	Mental health	Categorical (single)
20122	Bipolar disorder status	Mental health	Categorical (single)
41278	Birth order	Summary Maternity	Categorical (single)
120	Birth weight known	Early life factors	Categorical (single)
20049	Blood sample #, note contents	Blood sample collection	Categorical (single)
21075	Bloody diarrhoea when IBS symptoms first began	Digestive health	Categorical (single)
102840	Blue cheese intake	Milk/eggs/cheese yesterday	Categorical (single)
104030	Boiled/baked potatoes intake	Fruit/vegetables yesterday	Categorical (single)
21066	Born by caesarian section	Digestive health	Categorical (single)
5182	Both eyes present	Eye surgery/complications	Categorical (single)
12188	Brain MRI measurement completed	Brain MRI	Categorical (single)
12187	Brain MRI measuring method	Brain MRI	Categorical (single)
100840	Bran cereal intake	Cereal yesterday	Categorical (single)
100940	Bread consumed	Bread/pasta/rice yesterday	Categorical (single)
101160	Bread roll intake	Bread/pasta/rice yesterday	Categorical (single)
1448	Bread type	Diet	Categorical (single)
10776	Bread type/intake (pilot)	Diet	Categorical (single)
103170	Breaded fish intake	Meat/fish yesterday	Categorical (single)
100760	Breakfast cereal consumed	Cereal yesterday	Categorical (single)
1677	Breastfed as a baby	Early life factors	Categorical (single)
22616	Breathing problems during period of job	Employment history	Categorical (single)
22618	Breathing problems improved/stopped away from workplace or on holiday	Employment history	Categorical (single)
22619	Breathing problems responsible for leaving job	Employment history	Categorical (single)
22504	Bring up phlegm/sputum/mucus on most days	Medical information	Categorical (single)
104110	Broad bean intake	Fruit/vegetables yesterday	Categorical (single)
104140	Broccoli intake	Fruit/vegetables yesterday	Categorical (single)
102740	Brown rice intake	Bread/pasta/rice yesterday	Categorical (single)
104040	Butter/margarine added to potatoes	Fruit/vegetables yesterday	Categorical (single)
101300	Butter/margarine on bread/crackers	Bread/pasta/rice yesterday	Categorical (single)
104150	Butternut squash intake	Fruit/vegetables yesterday	Categorical (single)
23070	C. trachomatis Definition I seropositivity for Chlamydia trachomatis	Infectious Diseases	Categorical (single)
23071	C. trachomatis Definition II seropositivity for Chlamydia trachomatis	Infectious Diseases	Categorical (single)
23054	CMV seropositivity for Human Cytomegalovirus	Infectious Diseases	Categorical (single)
104160	Cabbage/kale intake	Fruit/vegetables yesterday	Categorical (single)
3089	Caffeine drink within last hour	Spirometry	Categorical (single)
102190	Cake intake	Soup/snacks/pastries yesterday	Categorical (single)
2453	Cancer diagnosed by doctor	Medical conditions	Categorical (single)
40021	Cancer record origin	Cancer register	Categorical (single)
102540	Canned soup intake	Soup/snacks/pastries yesterday	Categorical (single)
100290	Cappuccino intake	Hot/cold beverages yesterday	Categorical (single)
12292	Carotid ultrasound measurement completed	Carotid ultrasound	Categorical (single)
12291	Carotid ultrasound measuring method	Carotid ultrasound	Categorical (single)
104170	Carrot intake	Fruit/vegetables yesterday	Categorical (single)
104180	Cauliflower intake	Fruit/vegetables yesterday	Categorical (single)
104190	Celery intake	Fruit/vegetables yesterday	Categorical (single)
102370	Cereal bar intake	Soup/snacks/pastries yesterday	Categorical (single)
1468	Cereal type	Diet	Categorical (single)
102800	Cheese consumers	Milk/eggs/cheese yesterday	Categorical (single)
1408	Cheese intake	Diet	Categorical (single)
102860	Cheese spread intake	Milk/eggs/cheese yesterday	Categorical (single)
102220	Cheesecake intake	Soup/snacks/pastries yesterday	Categorical (single)
102480	Cheesy biscuits intake	Soup/snacks/pastries yesterday	Categorical (single)
104480	Cherry intake	Fruit/vegetables yesterday	Categorical (single)
3616	Chest pain due to walking ceases when standing still	Chest pain	Categorical (single)
6015	Chest pain felt during physical activity	ECG during exercise	Categorical (single)
6016	Chest pain felt outside physical activity	ECG during exercise	Categorical (single)
2335	Chest pain or discomfort	Chest pain	Categorical (single)
3606	Chest pain or discomfort walking normally	Chest pain	Categorical (single)
3751	Chest pain or discomfort when walking uphill or hurrying	Chest pain	Categorical (single)
102260	Chocolate bar intake	Soup/snacks/pastries yesterday	Categorical (single)
102350	Chocolate biscuits intake	Soup/snacks/pastries yesterday	Categorical (single)
102310	Chocolate sweet intake	Soup/snacks/pastries yesterday	Categorical (single)
102340	Chocolate-covered biscuits intake	Soup/snacks/pastries yesterday	Categorical (single)
102300	Chocolate-covered raisin intake	Soup/snacks/pastries yesterday	Categorical (single)
24014	Close to major road	Residential air pollution	Categorical (single)
4792	Cochlear implant	Hearing	Categorical (single)
100240	Coffee consumed	Hot/cold beverages yesterday	Categorical (single)
1508	Coffee type	Diet	Categorical (single)
104080	Coleslaw intake	Fruit/vegetables yesterday	Categorical (single)
1687	Comparative body size at age 10	Early life factors	Categorical (single)
1697	Comparative height size at age 10	Early life factors	Categorical (single)
4268	Completion status (left)	Hearing test	Categorical (single)
4275	Completion status (right)	Hearing test	Categorical (single)
4281	Completion status of numeric memory test	Numeric memory	Categorical (single)
6020	Completion status of test	ECG during exercise	Categorical (single)
20486	Contemplated self-harm in past year	Self-harm behaviours	Categorical (single)
3088	Contra-indications for spirometry	Spirometry	Categorical (single)
40002	Contributory (secondary) causes of death: ICD10	Death register	Categorical (single)
102870	Cottage cheese intake	Milk/eggs/cheese yesterday	Categorical (single)
22502	Cough on most days	Medical information	Categorical (single)
20115	Country of Birth (non-UK origin)	Early life factors	Categorical (single)
1647	Country of birth (UK/elsewhere)	Early life factors	Categorical (single)
104200	Courgette intake	Fruit/vegetables yesterday	Categorical (single)
102770	Couscous intake	Bread/pasta/rice yesterday	Categorical (single)
30513	Creatinine (enzymatic) in urine device ID	Urine processing	Categorical (single)
30515	Creatinine (enzymatic) in urine result flag	Urine assays	Categorical (single)
102460	Crisp intake	Soup/snacks/pastries yesterday	Categorical (single)
101250	Crispbread intake	Bread/pasta/rice yesterday	Categorical (single)
102050	Croissant intake	Soup/snacks/pastries yesterday	Categorical (single)
103050	Crumbed or deep-fried poultry intake	Meat/fish yesterday	Categorical (single)
101990	Crumble intake	Soup/snacks/pastries yesterday	Categorical (single)
104210	Cucumber intake	Fruit/vegetables yesterday	Categorical (single)
20119	Current employment status - corrected	Employment	Categorical (single)
5183	Current eye infection	Eye surgery/complications	Categorical (single)
1239	Current tobacco smoking	Smoking	Categorical (single)
21035	Currently (in last 3 months) suffer from abdominal pain	Digestive health	Categorical (single)
21038	Currently suffer from abdominal distension	Digestive health	Categorical (single)
12254	DXA measurement completed	DXA assessment	Categorical (single)
12253	DXA measuring method	DXA assessment	Categorical (single)
100026	Daily dietary data credible	Diet by 24-hour recall	Categorical (single)
100230	Dairy smoothie intake	Hot/cold beverages yesterday	Categorical (single)
102060	Danish pastry intake	Soup/snacks/pastries yesterday	Categorical (single)
102290	Dark chocolate intake	Soup/snacks/pastries yesterday	Categorical (single)
90002	Data problem indicator	Raw accelerometer statistics	Categorical (single)
90017	Data quality, calibrated on own data	Accelerometer calibration	Categorical (single)
90016	Data quality, good calibration	Accelerometer calibration	Categorical (single)
90015	Data quality, good wear time	Accelerometer wear time duration	Categorical (single)
22630	Day shifts worked	Employment history	Categorical (single)
